iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CAN,North America,Canada,2020-01-03,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-04,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-05,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,-195.1,-3.04,-3.04,-5.149292
CAN,North America,Canada,2020-01-06,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-07,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-08,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-09,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-10,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-11,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-12,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,-429.2,-3.34,-3.63,-11.327915
CAN,North America,Canada,2020-01-13,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-14,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-15,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-16,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-17,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-18,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-19,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,-712.30005,-3.69,-4.41,-18.799799
CAN,North America,Canada,2020-01-20,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-21,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-22,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-23,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-24,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-25,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-26,1,1,0.143,,0,0,0.026,0.026,0.004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,-868.4,-3.39,-2.47,-22.91976
CAN,North America,Canada,2020-01-27,1,0,0.143,,0,0,0.026,0,0.004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-28,2,1,0.286,,0,0,0.052,0.026,0.007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-29,2,0,0.286,,0,0,0.052,0,0.007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-30,3,1,0.429,,0,0,0.078,0.026,0.011,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-01-31,3,0,0.429,,0,0,0.078,0,0.011,,0,0,,,,,,,,,,0,,0,,,,,,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-01,4,1,0.571,,0,0,0.104,0.026,0.015,,0,0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-02,4,0,0.429,,0,0,0.104,0,0.011,,0,0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,38454328,-1126.5,-3.55,-4.23,-29.731817
CAN,North America,Canada,2020-02-03,4,0,0.429,,0,0,0.104,0,0.011,,0,0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-04,8,4,0.857,,0,0,0.208,0.104,0.022,,0,0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-05,9,1,1,,0,0,0.234,0.026,0.026,,0,0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-06,9,0,0.857,,0,0,0.234,0,0.022,,0,0,,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-07,5,,,,0,0,0.13,,,,0,0,,,,,,,,,,,,,,8,0,0.0714,14,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-08,7,2,1,,0,0,0.182,0.052,0.026,,0,0,,,,,,,,,,63,,0.002,,8,0,0.0714,14,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-09,7,0,1,,0,0,0.182,0,0.026,,0,0,,,,,,,,,,,,,,8,0,0.0714,14,tests performed,,,,,,,,,,,,,,38454328,-1337.6,-3.54,-3.45,-35.3034
CAN,North America,Canada,2020-02-10,7,0,1,,0,0,0.182,0,0.026,,0,0,,,,,,,,,,,,,,7,0,0.102,9.8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-11,7,0,0.429,,0,0,0.182,0,0.011,,0,0,,,,,,,,,,,,,,7,0,0.0816,12.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-12,7,0,0.286,,0,0,0.182,0,0.007,,0,0,,,,,,,,,,,,,,7,0,0.0613,16.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-13,7,0,0.286,,0,0,0.182,0,0.007,,0,0,,,,,,,,,,,,,,6,0,0.0715,14,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-14,7,0,0.286,,0,0,0.182,0,0.007,,0,0,,,,,,,,,,,,,,6,0,0.0238,42,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-15,7,0,0,,0,0,0.182,0,0,,0,0,,,,,,,,,,,,,,6,0,0.0238,42,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-16,7,0,0,,0,0,0.182,0,0,,0,0,,,,,,,,,,109,,0.003,,6,0,0.0238,42,tests performed,,,,,,,,,,,,,,38454328,-1707.7,-3.89,-6.06,-45.07148
CAN,North America,Canada,2020-02-17,8,1,0.143,,0,0,0.208,0.026,0.004,,0,0,,,,,,,,,,,,,,7,0,0.0204,49,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-18,8,0,0.143,,0,0,0.208,0,0.004,,0,0,,,,,,,,,,,,,,7,0,0.0204,49,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-19,8,0,0.143,,0,0,0.208,0,0.004,,0,0,,,,,,,,,,,,,,8,0,0.0179,55.9,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-20,8,0,0.143,,0,0,0.208,0,0.004,,0,0,,,,,,,,,,,,,,9,0,0.0318,31.5,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-21,8,0,0.143,,0,0,0.208,0,0.004,,0,0,,,,,,,,,,166,,0.004,,10,0,0.0571,17.5,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-22,9,1,0.286,,0,0,0.234,0.026,0.007,,0,0,,,,,,,,,,,,,,11,0,0.0649,15.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-23,9,0,0.286,,0,0,0.234,0,0.007,,0,0,,,,,,,,,,,,,,13,0,0.0659,15.2,tests performed,,,,,,,,,,,,,,38454328,-2088.8,-4.18,-6.29,-55.12989
CAN,North America,Canada,2020-02-24,9,0,0.143,,0,0,0.234,0,0.004,,0,0,,,,,,,,,,212,,0.006,,13,0,0.0659,15.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-25,10,1,0.286,,0,0,0.26,0.026,0.007,,0,0,,,,,,,,,,230,18,0.006,0,14,0,0.0919,10.9,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-26,10,0,0.286,,0,0,0.26,0,0.007,,0,0,,,,,,,,,,292,62,0.008,0.002,21,0.001,0.068,14.7,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-27,11,1,0.429,,0,0,0.286,0.026,0.011,,0,0,,,,,,,,,,369,77,0.01,0.002,31,0.001,0.0507,19.7,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-28,12,1,0.571,,0,0,0.312,0.026,0.015,,0,0,,,,,,,,,,,,,,39,0.001,0.0549,18.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-02-29,13,1,0.571,,0,0,0.338,0.026,0.015,,0,0,,,,,,,,,,510,,0.013,,47,0.001,0.0577,17.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-01,15,2,0.857,,0,0,0.39,0.052,0.022,,0,0,,,,,,,,,,635,125,0.017,0.003,63,0.002,0.0522,19.2,tests performed,,,,,,,,,,,,,,38454328,-2294.9001,-4.1,-3.45,-60.569508
CAN,North America,Canada,2020-03-02,15,0,0.857,,0,0,0.39,0,0.022,,0,0,,,,,,,,,,,,,,67,0.002,0.0618,16.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-03,24,9,2,,0,0,0.624,0.234,0.052,,0,0,,,,,,,,,,733,,0.019,,72,0.002,0.0635,15.8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-04,33,9,3.286,,0,0,0.858,0.234,0.085,,0,0,,,,,,,,,,,,,,89,0.002,0.0626,16,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-05,33,0,3.143,,0,0,0.858,0,0.082,,0,0,,,,,,,,,,1099,,0.029,,104,0.003,0.0673,14.9,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-06,45,12,4.714,,0,0,1.17,0.312,0.123,,0,0,,,,,,,,,,1395,296,0.037,0.008,136,0.004,0.0651,15.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-07,45,0,4.571,,0,0,1.17,0,0.119,,0,0,,,,,,,,,,1767,372,0.046,0.01,180,0.005,0.0516,19.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-08,51,6,5.143,,0,0,1.326,0.156,0.134,,0,0,,,,,,,,,,2699,932,0.071,0.024,295,0.008,0.0397,25.2,tests performed,,,,,,,,,,,,,,38454328,-2519.0002,-4.07,-3.74,-66.4842
CAN,North America,Canada,2020-03-09,57,6,6,,0,0,1.482,0.156,0.156,,0,0,2.26,,,,,,,,,3531,832,0.093,0.022,407,0.011,0.0347,28.8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-10,62,5,5.429,1,1,0.143,1.612,0.13,0.141,0.026,0.026,0.004,2.27,,,,,,,,,,,,,494,0.013,0.033,30.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-11,77,15,6.286,1,0,0.143,2.002,0.39,0.163,0.026,0,0.004,2.31,,,,,,,,,4846,,0.127,,561,0.015,0.043,23.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-12,103,26,10,1,0,0.143,2.679,0.676,0.26,0.026,0,0.004,2.32,,,,,,,,,6739,1893,0.177,0.05,806,0.021,0.0386,25.9,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-13,103,0,8.286,1,0,0.143,2.679,0,0.215,0.026,0,0.004,2.34,,,,,,,,,9889,3150,0.259,0.083,1213,0.032,0.0349,28.7,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-14,138,35,13.286,1,0,0.143,3.589,0.91,0.345,0.026,0,0.004,2.34,,,,,,,,,13209,3320,0.346,0.087,1635,0.043,0.031,32.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-15,176,38,17.857,1,0,0.143,4.577,0.988,0.464,0.026,0,0.004,2.35,,,,,,,,,17357,4148,0.455,0.109,2094,0.055,0.0293,34.2,tests performed,,,,,,,,,,,,,,38454328,-2727.1003,-4.02,-3.53,-71.97661
CAN,North America,Canada,2020-03-16,193,17,19.429,1,0,0.143,5.019,0.442,0.505,0.026,0,0.004,2.36,,,,,,,,,21876,4519,0.573,0.118,2621,0.069,0.0303,33,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-17,249,56,26.714,1,0,0,6.475,1.456,0.695,0.026,0,0,2.36,,,,,,,,,26907,5031,0.705,0.132,3246,0.085,0.0303,33,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-18,324,75,35.286,4,3,0.429,8.426,1.95,0.918,0.104,0.078,0.011,2.36,,,,,,,,,34193,7286,0.896,0.191,4192,0.11,0.0296,33.8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-19,424,100,45.857,7,3,0.857,11.026,2.6,1.193,0.182,0.078,0.022,2.34,,,,,,,,,42801,8608,1.122,0.226,5152,0.135,0.0294,34,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-20,569,145,66.571,8,1,1,14.797,3.771,1.731,0.208,0.026,0.026,2.32,,,,,,,,,50068,7267,1.312,0.19,5740,0.15,0.0325,30.8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-21,846,277,101.143,10,2,1.286,22,7.203,2.63,0.26,0.052,0.033,2.3,,,,,,,,,58195,8127,1.525,0.213,6427,0.168,0.0387,25.8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-22,971,125,113.571,11,1,1.429,25.251,3.251,2.953,0.286,0.026,0.037,2.25,,,,,,,,,68730,10535,1.801,0.276,7339,0.192,0.0409,24.4,tests performed,,,,,,,,,,,,,,38454328,-2706.2004,-3.67,0.36,-71.424995
CAN,North America,Canada,2020-03-23,1302,331,158.429,15,4,2,33.858,8.608,4.12,0.39,0.104,0.052,2.2,,,,,,,,,79877,11147,2.093,0.292,8286,0.217,0.0448,22.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-24,1430,128,168.714,15,0,2,37.187,3.329,4.387,0.39,0,0.052,2.14,,,,,,,,,90468,10591,2.371,0.278,9080,0.238,0.0494,20.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-25,1646,216,188.857,18,3,2,42.804,5.617,4.911,0.468,0.078,0.052,2.08,,,,,,,,,101538,11070,2.661,0.29,9621,0.252,0.0516,19.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-26,1959,313,219.286,19,1,1.714,50.944,8.14,5.702,0.494,0.026,0.045,2.02,,,,,,,,,112449,10911,2.947,0.286,9950,0.261,0.0598,16.7,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-27,3385,1426,402.286,22,3,2,88.027,37.083,10.461,0.572,0.078,0.052,1.97,,,,,,,,,124666,12217,3.267,0.32,10657,0.279,0.0628,15.9,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-28,4018,633,453.143,24,2,2,104.488,16.461,11.784,0.624,0.052,0.052,1.91,,,,,,,,,137153,12487,3.595,0.327,11280,0.296,0.0648,15.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-29,4675,657,529.143,35,11,3.429,121.573,17.085,13.76,0.91,0.286,0.089,1.86,,,,,,,,,152595,15442,3.999,0.405,11981,0.314,0.0667,15,tests performed,,,,,,,,,,,,,,38454328,-2575.3005,-3.24,2.25,-67.97014
CAN,North America,Canada,2020-03-30,5386,711,583.429,41,6,3.714,140.062,18.489,15.172,1.066,0.156,0.097,1.8,,,,,,,,,164718,12123,4.317,0.318,12120,0.318,0.0728,13.7,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-03-31,6255,869,689.286,42,1,3.857,162.66,22.598,17.925,1.092,0.026,0.1,1.75,,,,,,,,,178318,13600,4.674,0.356,12550,0.329,0.0764,13.1,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-01,7424,1169,825.429,56,14,5.429,193.06,30.4,21.465,1.456,0.364,0.141,1.69,207,5.383,841,21.87,,,,,192339,14021,5.041,0.367,12972,0.34,0.0821,12.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-02,8536,1112,939.571,63,7,6.286,221.978,28.917,24.433,1.638,0.182,0.163,1.64,225,5.851,571,14.849,,,,,208760,16421,5.471,0.43,13759,0.361,0.0855,11.7,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-03,9595,1059,887.143,72,9,7.143,249.517,27.539,23.07,1.872,0.234,0.186,1.58,228,5.929,596,15.499,,,,,223618,14858,5.861,0.389,14136,0.37,0.0879,11.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-04,11268,1673,1035.714,138,66,16.286,293.023,43.506,26.934,3.589,1.716,0.424,1.53,233,6.059,668,17.371,,,,,238679,15061,6.256,0.395,14504,0.38,0.0896,11.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-05,12519,1251,1120.571,187,49,21.714,325.555,32.532,29.14,4.863,1.274,0.565,1.48,254,6.605,697,18.125,,,,,251171,12492,6.583,0.327,14082,0.369,0.0949,10.5,tests performed,,,,,,,,,,,,,,38454328,-2027.4005,-2.38,9.52,-53.509365
CAN,North America,Canada,2020-04-06,13882,1363,1213.714,231,44,27.143,361,35.445,31.562,6.007,1.144,0.706,1.44,433,11.26,1271,33.052,,,,,261979,10808,6.866,0.283,13894,0.364,0.0989,10.1,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-07,15496,1614,1320.143,280,49,34,402.972,41.972,34.33,7.281,1.274,0.884,1.4,461,11.988,1354,35.211,,,,,269825,7846,7.072,0.206,13072,0.343,0.1068,9.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-08,16653,1157,1318.429,323,43,38.143,433.059,30.088,34.286,8.4,1.118,0.992,1.36,493,12.82,1444,37.551,,,,,278552,8727,7.301,0.229,12316,0.323,0.1125,8.9,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-09,17883,1230,1335.286,379,56,45.143,465.045,31.986,34.724,9.856,1.456,1.174,1.33,544,14.147,1654,43.012,,,,,289379,10827,7.584,0.284,11517,0.302,0.1161,8.6,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-10,19274,1391,1382.714,434,55,51.714,501.218,36.173,35.957,11.286,1.43,1.345,1.3,498,12.95,1716,44.624,,,,,300011,10632,7.863,0.279,10913,0.286,0.1201,8.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-11,20748,1474,1354.286,508,74,52.857,539.549,38.331,35.218,13.21,1.924,1.375,1.28,509,13.236,1775,46.159,,,,,312421,12410,8.188,0.325,10535,0.276,0.1249,8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-12,22133,1385,1373.429,568,60,54.429,575.566,36.017,35.716,14.771,1.56,1.415,1.27,519,13.497,1832,47.641,,,,,324486,12065,8.504,0.316,10474,0.275,0.1278,7.8,tests performed,,,,,,,,,,,,,,38454328,-1102.5005,-1.21,16.33,-29.098396
CAN,North America,Canada,2020-04-13,23301,1168,1345.571,652,84,60.143,605.94,30.374,34.991,16.955,2.184,1.564,1.26,500,13.002,1911,49.695,,,,,335915,11429,8.804,0.3,10562,0.277,0.1307,7.7,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-14,24365,1064,1267,716,64,62.286,633.609,27.669,32.948,18.619,1.664,1.62,1.24,529,13.757,1955,50.84,,,,,347084,11169,9.097,0.293,11037,0.289,0.129,7.8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-15,25663,1298,1287.143,779,63,65.143,667.363,33.754,33.472,20.258,1.638,1.694,1.22,522,13.575,2039,53.024,,,,,359691,12607,9.427,0.33,11591,0.304,0.1291,7.7,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-16,27046,1383,1309,902,123,74.714,703.328,35.965,34.04,23.456,3.199,1.943,1.2,527,13.705,2074,53.934,,,,,372222,12531,9.756,0.328,11835,0.31,0.1311,7.6,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-17,28364,1318,1298.571,1009,107,82.143,737.602,34.274,33.769,26.239,2.783,2.136,1.18,525,13.653,2139,55.624,,,,,386119,13897,10.12,0.364,12301,0.322,0.1375,7.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-18,30081,1717,1333.286,1191,182,97.571,782.253,44.65,34.672,30.972,4.733,2.537,1.16,515,13.393,2150,55.91,,,,,399762,13643,10.477,0.358,12477,0.327,0.1373,7.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-19,31872,1791,1391.286,1306,115,105.429,828.827,46.575,36.18,33.962,2.991,2.742,1.14,534,13.887,2271,59.057,,,,,415678,15916,10.894,0.417,13027,0.341,0.1354,7.4,tests performed,,,,,,,,,,,,,,38454328,-143.60046,-0.15,16.92,-3.79006
CAN,North America,Canada,2020-04-20,33340,1468,1434.143,1464,158,116,867.003,38.175,37.295,38.071,4.109,3.017,1.12,530,13.783,2343,60.929,,,,,438683,23005,11.497,0.603,14681,0.385,0.1194,8.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-21,34776,1436,1487.286,1577,113,123,904.346,37.343,38.677,41.01,2.939,3.199,1.1,524,13.627,2406,62.568,,,,,460055,21372,12.058,0.56,16139,0.423,0.1077,9.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-22,36822,2046,1594.143,1687,110,129.714,957.552,53.206,41.455,43.87,2.861,3.373,1.09,516,13.419,2560,66.572,,,,,481180,21125,12.611,0.554,17356,0.455,0.101,9.9,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-23,38412,1590,1623.714,1831,144,132.714,998.899,41.348,42.224,47.615,3.745,3.451,1.07,541,14.069,2632,68.445,,,,,505372,24192,13.245,0.634,19021,0.499,0.0924,10.8,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-24,40179,1767,1687.857,1971,140,137.429,1044.85,45.951,43.893,51.256,3.641,3.574,1.05,525,13.653,2689,69.927,,,,,530351,24979,13.9,0.655,20605,0.54,0.082,12.2,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-25,42099,1920,1716.857,2143,172,136,1094.779,49.929,44.647,55.728,4.473,3.537,1.04,525,13.653,2708,70.421,,,,,559114,28763,14.654,0.754,22765,0.597,0.0745,13.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-26,43877,1778,1715,2299,156,141.857,1141.016,46.237,44.598,59.785,4.057,3.689,1.02,519,13.497,2745,71.383,,,,,586081,26967,15.361,0.707,24343,0.638,0.0668,15,tests performed,,,,,,,,,,,,,,38454328,1179.2996,1.15,23.57,31.12536
CAN,North America,Canada,2020-04-27,45341,1464,1714.429,2461,162,142.429,1179.087,38.071,44.584,63.998,4.213,3.704,1.01,520,13.523,2855,74.244,,,,,613599,27518,16.082,0.721,24988,0.655,0.0648,15.4,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-28,46884,1543,1729.714,2555,94,139.714,1219.213,40.126,44.981,66.442,2.444,3.633,1,525,13.653,2899,75.388,,,,,640576,26977,16.789,0.707,25789,0.676,0.0624,16,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-29,48489,1605,1666.714,2701,146,144.857,1260.95,41.738,43.343,70.239,3.797,3.767,0.99,510,13.262,2954,76.818,,,,,664330,23754,17.411,0.623,26164,0.686,0.0607,16.5,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-04-30,50015,1526,1657.571,2853,152,146,1300.634,39.683,43.105,74.192,3.953,3.797,0.98,502,13.054,2943,76.532,,,,,692108,27778,18.139,0.728,26677,0.699,0.0586,17.1,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-05-01,51587,1572,1629.714,2990,137,145.571,1341.513,40.88,42.381,77.755,3.563,3.786,0.97,497,12.924,2978,77.443,,,,,722784,30676,18.943,0.804,27490,0.72,0.0577,17.3,tests performed,,,,,,,,,,,,,,38454328,,,,
CAN,North America,Canada,2020-05-02,53225,1638,1589.429,3176,186,147.571,1384.109,42.596,41.333,82.591,4.837,3.838,0.96,498,12.95,2991,77.781,,,,,757028,34244,19.841,0.897,28273,0.741,0.055,18.2,tests performed,,,,,,,,,,,,,,38454328,,,,
